2023-06-20 10:19:09.184664: [training]
2023-06-20 10:19:21.569020: iter: [1/100], train_loss: 4.985976, valid_loss: 0.258732, best_valid_loss: 0.258732
2023-06-20 10:20:53.592791: iter: [66/100], train_loss: 0.024511, valid_loss: 0.002151, best_valid_loss: 0.001999
2023-06-20 10:20:55.090783: iter: [67/100], train_loss: 0.023953, valid_loss: 0.002023, best_valid_loss: 0.001999
2023-06-20 10:20:56.642631: iter: [68/100], train_loss: 0.023622, valid_loss: 0.001973, best_valid_loss: 0.001973
2023-06-20 10:20:58.111700: iter: [69/100], train_loss: 0.023821, valid_loss: 0.002005, best_valid_loss: 0.001973
2023-06-20 10:20:59.725382: iter: [70/100], train_loss: 0.023437, valid_loss: 0.001964, best_valid_loss: 0.001964
2023-06-20 10:21:01.203428: iter: [71/100], train_loss: 0.023437, valid_loss: 0.002032, best_valid_loss: 0.001964
2023-06-20 10:21:02.723361: iter: [72/100], train_loss: 0.022932, valid_loss: 0.001964, best_valid_loss: 0.001964
2023-06-20 10:21:04.209385: iter: [73/100], train_loss: 0.023090, valid_loss: 0.002100, best_valid_loss: 0.001964
2023-06-20 10:21:05.670475: iter: [74/100], train_loss: 0.023119, valid_loss: 0.001980, best_valid_loss: 0.001964
2023-06-20 10:21:07.205368: iter: [75/100], train_loss: 0.022704, valid_loss: 0.001932, best_valid_loss: 0.001932
2023-06-20 10:21:08.657483: iter: [76/100], train_loss: 0.023194, valid_loss: 0.002021, best_valid_loss: 0.001932
2023-06-20 10:21:10.128547: iter: [77/100], train_loss: 0.023053, valid_loss: 0.001967, best_valid_loss: 0.001932
2023-06-20 10:21:11.801072: iter: [78/100], train_loss: 0.022626, valid_loss: 0.001930, best_valid_loss: 0.001930
2023-06-20 10:21:13.313026: iter: [79/100], train_loss: 0.022771, valid_loss: 0.001977, best_valid_loss: 0.001930
2023-06-20 10:21:14.954634: iter: [80/100], train_loss: 0.022695, valid_loss: 0.001912, best_valid_loss: 0.001912
2023-06-20 10:21:16.344919: iter: [81/100], train_loss: 0.024108, valid_loss: 0.002175, best_valid_loss: 0.001912
2023-06-20 10:21:17.832932: iter: [82/100], train_loss: 0.023420, valid_loss: 0.001891, best_valid_loss: 0.001891
2023-06-20 10:21:19.919351: iter: [83/100], train_loss: 0.022853, valid_loss: 0.001922, best_valid_loss: 0.001891
2023-06-20 10:21:21.668670: iter: [84/100], train_loss: 0.022815, valid_loss: 0.001930, best_valid_loss: 0.001891
2023-06-20 10:21:23.178630: iter: [85/100], train_loss: 0.022890, valid_loss: 0.001894, best_valid_loss: 0.001891
2023-06-20 10:21:24.850157: iter: [86/100], train_loss: 0.023196, valid_loss: 0.001926, best_valid_loss: 0.001891
2023-06-20 10:21:26.431926: iter: [87/100], train_loss: 0.023191, valid_loss: 0.002022, best_valid_loss: 0.001891
2023-06-20 10:21:27.968812: iter: [88/100], train_loss: 0.022883, valid_loss: 0.002017, best_valid_loss: 0.001891
2023-06-20 10:21:29.541604: iter: [89/100], train_loss: 0.022774, valid_loss: 0.001936, best_valid_loss: 0.001891
2023-06-20 10:21:31.015661: iter: [90/100], train_loss: 0.022824, valid_loss: 0.001961, best_valid_loss: 0.001891
2023-06-20 10:21:32.488718: iter: [91/100], train_loss: 0.023112, valid_loss: 0.001866, best_valid_loss: 0.001866
2023-06-20 10:21:33.874011: iter: [92/100], train_loss: 0.022830, valid_loss: 0.001970, best_valid_loss: 0.001866
2023-06-20 10:21:35.252324: iter: [93/100], train_loss: 0.022658, valid_loss: 0.001909, best_valid_loss: 0.001866
2023-06-20 10:21:36.649584: iter: [94/100], train_loss: 0.022685, valid_loss: 0.001998, best_valid_loss: 0.001866
2023-06-20 10:21:38.140595: iter: [95/100], train_loss: 0.023008, valid_loss: 0.001978, best_valid_loss: 0.001866
2023-06-20 10:21:39.846032: iter: [96/100], train_loss: 0.022463, valid_loss: 0.001930, best_valid_loss: 0.001866
2023-06-20 10:21:41.495618: iter: [97/100], train_loss: 0.022976, valid_loss: 0.002011, best_valid_loss: 0.001866
2023-06-20 10:21:43.037493: iter: [98/100], train_loss: 0.023806, valid_loss: 0.001871, best_valid_loss: 0.001866
2023-06-20 10:21:44.610284: iter: [99/100], train_loss: 0.023904, valid_loss: 0.002137, best_valid_loss: 0.001866
2023-06-20 10:21:46.140190: iter: [100/100], train_loss: 0.022572, valid_loss: 0.001943, best_valid_loss: 0.001866
